InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
565446,23313,VINTAGE CHRISTMAS BUNTING,5,04/09/11 15:19,4.95,16057,United Kingdom
544214,47559b,TEA TIME OVEN GLOVE,2,17/02/11 11:19,3.29,,United Kingdom
564230,22355,CHARLOTTE BAG SUKI DESIGN,1,24/08/11 10:22,5.63,,United Kingdom
552223,22524,,-49,06/05/11 15:24,0,,United Kingdom
577557,21619,4 VANILLA BOTANICAL CANDLES,1,20/11/11 15:36,1.25,15426,United Kingdom
562568,23344,JUMBO BAG 50'S CHRISTMAS ,10,07/08/11 11:59,2.08,12720,Germany
541969,20975,12 PENCILS SMALL TUBE RED RETROSPOT,1,24/01/11 13:46,1.25,,United Kingdom
576362,23460,SWEETHEART WALL TIDY ,2,14/11/11 17:11,9.95,14755,United Kingdom
573029,22505,MEMO BOARD COTTAGE DESIGN,1,27/10/11 13:33,4.95,14971,United Kingdom
573892,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,01/11/11 13:57,8.25,14911,EIRE
551352,23136,IVORY WIRE SWEETHEART LETTER TRAY,4,28/04/11 10:20,3.75,16637,United Kingdom
567853,23390,DOLLY GIRL MINI BACKPACK,3,22/09/11 13:31,4.15,15484,United Kingdom
574958,22434,BALLOON PUMP WITH 10 BALLOONS,8,08/11/11 10:00,1.95,14050,United Kingdom
539958,22960,JAM MAKING SET WITH JARS,2,23/12/10 13:26,8.47,,United Kingdom
542911,POST,POSTAGE,1,01/02/11 15:41,40,12676,Sweden
552681,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,3,10/05/11 15:08,7.46,,United Kingdom
553675,21470,FLOWER VINE RAFFIA FOOD COVER,6,18/05/11 12:52,3.75,13719,United Kingdom
570488,22074,6 RIBBONS SHIMMERING PINKS ,1,10/10/11 17:12,3.29,14096,United Kingdom
558328,84879,ASSORTED COLOUR BIRD ORNAMENT,16,28/06/11 12:09,1.69,15146,United Kingdom
578347,22781,GUMBALL MAGAZINE RACK,1,24/11/11 9:26,14.96,,United Kingdom
579501,23314,VINTAGE CHRISTMAS TABLECLOTH,8,29/11/11 16:16,10.39,14088,United Kingdom
574686,22437,SET OF 9 BLACK SKULL BALLOONS,4,06/11/11 13:00,0.85,17608,United Kingdom
566603,22979,PANTRY WASHING UP BRUSH,1,13/09/11 16:12,3.29,,United Kingdom
548712,22768,FAMILY PHOTO FRAME CORNICE,1,03/04/11 14:42,9.95,17050,United Kingdom
569327,21790,VINTAGE SNAP CARDS,12,03/10/11 12:47,0.85,15091,United Kingdom
554656,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,25/05/11 13:36,0.65,17663,United Kingdom
580520,84375,SET OF 20 KIDS COOKIE CUTTERS,2,04/12/11 14:55,2.1,13521,United Kingdom
562571,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,6,07/08/11 12:21,1.65,13782,United Kingdom
547580,47590A,BLUE HAPPY BIRTHDAY BUNTING,3,24/03/11 10:48,5.45,13488,United Kingdom
538177,72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,1,10/12/10 9:51,8.47,,United Kingdom
561246,21172,PARTY METAL SIGN ,12,26/07/11 11:38,1.45,16951,United Kingdom
565765,21731,RED TOADSTOOL LED NIGHT LIGHT,12,06/09/11 14:19,1.65,12526,Germany
545655,22384,LUNCH BAG PINK POLKADOT,1,04/03/11 13:58,1.65,14670,United Kingdom
557492,22269,EGG CUP NATURAL CHICKEN,16,20/06/11 15:08,0.39,13717,United Kingdom
576339,22651,GENTLEMAN SHIRT REPAIR KIT ,2,14/11/11 15:27,1.63,14096,United Kingdom
C571707,22899,CHILDREN'S APRON DOLLY GIRL ,-3,18/10/11 15:33,2.1,14056,United Kingdom
574702,35961,FOLKART ZINC HEART CHRISTMAS DEC,12,06/11/11 13:54,0.85,15839,United Kingdom
552830,22197,SMALL POPCORN HOLDER,36,11/05/11 13:49,0.85,15187,United Kingdom
549586,21929,JUMBO BAG PINK VINTAGE PAISLEY,7,11/04/11 10:00,4.96,,United Kingdom
557468,22037,ROBOT BIRTHDAY CARD,12,20/06/11 13:14,0.42,16713,United Kingdom
579103,23321,SMALL WHITE HEART OF WICKER,10,28/11/11 11:39,1.65,18041,United Kingdom
546007,22882,NUMBER TILE VINTAGE FONT 3,1,08/03/11 15:34,4.13,,United Kingdom
561218,22182,CAKE STAND VICTORIAN FILIGREE SMALL,2,25/07/11 17:11,4.13,,United Kingdom
564733,21201,TROPICAL  HONEYCOMB PAPER GARLAND ,1,28/08/11 13:18,2.55,17841,United Kingdom
556081,22476,EMPIRE UNION JACK TV DINNER TRAY,2,08/06/11 15:22,10.79,,United Kingdom
542618,35241,ENAMEL BLUE RIM BISCUIT BIN,1,30/01/11 15:52,4.95,14502,United Kingdom
540702,79321,CHILLI LIGHTS,4,11/01/11 9:58,4.95,13491,United Kingdom
574655,21479,WHITE SKULL HOT WATER BOTTLE ,1,06/11/11 11:35,4.25,16466,United Kingdom
574063,23321,SMALL WHITE HEART OF WICKER,2,02/11/11 14:31,1.65,13271,United Kingdom
551573,22726,,-5,03/05/11 11:15,0,,United Kingdom
559491,23301,GARDENERS KNEELING PAD KEEP CALM ,1,08/07/11 13:53,3.29,,United Kingdom
579167,85150,LADIES & GENTLEMEN METAL SIGN,2,28/11/11 14:06,2.55,16800,United Kingdom
578846,22534,MAGIC DRAWING SLATE SPACEBOY ,9,25/11/11 17:27,0.42,17757,United Kingdom
576645,23490,T-LIGHT HOLDER HANGING LOVE BIRD,6,16/11/11 10:14,3.75,16245,United Kingdom
539451,21281,VINTAGE KITCHEN PRINT SEAFOOD,1,17/12/10 16:59,5.06,,United Kingdom
562944,22662,LUNCH BAG DOLLY GIRL DESIGN,10,11/08/11 9:34,1.65,13985,United Kingdom
578057,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,2,22/11/11 15:05,3.25,12920,United Kingdom
569202,20719,WOODLAND CHARLOTTE BAG,1,30/09/11 17:22,1.63,,United Kingdom
578548,22138,BAKING SET 9 PIECE RETROSPOT ,1,24/11/11 15:02,4.95,17345,United Kingdom
537201,22078,RIBBON REEL LACE DESIGN ,10,05/12/10 14:19,2.1,12472,Germany
566602,22565,FELTCRAFT HAIRBANDS PINK AND WHITE ,1,13/09/11 16:05,1.63,,United Kingdom
576618,20712,JUMBO BAG WOODLAND ANIMALS,2,15/11/11 17:00,4.13,,United Kingdom
549579,22694,WICKER STAR ,12,11/04/11 9:18,2.1,15780,United Kingdom
561214,22378,WALL TIDY RETROSPOT ,1,25/07/11 17:00,4.13,,United Kingdom
569136,22621,TRADITIONAL KNITTING NANCY,1,30/09/11 14:41,1.65,15834,United Kingdom
542414,84967A,,-2,27/01/11 17:15,0,,United Kingdom
541129,22699,ROSES REGENCY TEACUP AND SAUCER ,2,14/01/11 10:14,5.79,,United Kingdom
580997,85180B,PINK HEARTS LIGHT CHAIN ,4,06/12/11 17:23,4.65,15023,United Kingdom
547386,20723,STRAWBERRY CHARLOTTE BAG,2,22/03/11 15:52,1.63,,United Kingdom
574661,23486,ANTIQUE HEART SHELF UNIT,1,06/11/11 11:56,16.65,13447,United Kingdom
541489,85180A,RED HEARTS LIGHT CHAIN ,12,18/01/11 13:38,1.25,15023,United Kingdom
573394,23147,SINGLE ANTIQUE ROSE HOOK IVORY,24,30/10/11 15:10,1.45,13089,United Kingdom
570910,35970,ZINC FOLKART SLEIGH BELLS,36,13/10/11 10:55,1.69,15489,United Kingdom
577315,90026D,GLASS BEAD HOOP NECKLACE AMETHYST,1,18/11/11 13:25,8.5,17811,United Kingdom
578344,35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,2,24/11/11 9:21,1.25,,United Kingdom
573289,22113,GREY HEART HOT WATER BOTTLE,12,28/10/11 14:44,4.25,12705,Germany
575333,23234,BISCUIT TIN VINTAGE CHRISTMAS,6,09/11/11 13:54,2.89,13209,United Kingdom
566163,23254,CHILDRENS CUTLERY DOLLY GIRL ,4,09/09/11 11:48,4.15,12637,France
564346,23329,DECORATIVE WICKER HEART LARGE,12,24/08/11 14:54,1.65,15727,United Kingdom
574653,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,20,06/11/11 11:30,1.65,12619,Germany
565781,22046,TEA PARTY  WRAPPING PAPER ,25,06/09/11 15:34,0.42,13098,United Kingdom
553148,21238,RED RETROSPOT CUP,32,13/05/11 14:09,0.85,,Hong Kong
552290,21124,SET/10 BLUE POLKADOT PARTY CANDLES,2,08/05/11 13:32,1.25,16007,United Kingdom
564943,22980,PANTRY SCRUBBING BRUSH,2,31/08/11 13:23,1.65,17706,United Kingdom
554917,22855,FINE WICKER HEART ,12,27/05/11 12:29,1.25,15104,United Kingdom
561222,22047,EMPIRE GIFT WRAP,25,26/07/11 9:27,0.42,13588,United Kingdom
563439,21668,RED STRIPE CERAMIC DRAWER KNOB,8,16/08/11 13:05,2.46,,United Kingdom
537758,15034,PAPER POCKET TRAVELING FAN ,24,08/12/10 11:41,0.14,16122,United Kingdom
560773,85208,SET/12 FUNKY FELT FLOWER PEG IN BAG,4,20/07/11 16:17,1.63,,United Kingdom
567477,23162,REGENCY TEA STRAINER,2,20/09/11 13:20,3.75,16327,United Kingdom
575896,22935,BAKING MOULD ROSE MILK CHOCOLATE,6,11/11/11 14:52,3.25,12480,Germany
557067,23231,WRAP DOILEY DESIGN,25,16/06/11 15:12,0.42,13098,United Kingdom
550527,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,4,19/04/11 10:48,3.75,12476,Germany
570776,23291,DOLLY GIRL CHILDRENS CUP,16,12/10/11 11:45,1.25,13985,United Kingdom
556636,21880,RED RETROSPOT TAPE,2,13/06/11 15:30,0.42,,United Kingdom
544603,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,36,22/02/11 9:10,2.1,17526,United Kingdom
561214,21469,POLKA DOT RAFFIA FOOD COVER,1,25/07/11 17:00,7.46,,United Kingdom
578513,85099C,JUMBO  BAG BAROQUE BLACK WHITE,20,24/11/11 13:32,2.08,16609,United Kingdom
568207,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,25/09/11 15:34,7.95,15150,United Kingdom
554545,23233,WRAP POPPIES  DESIGN,25,25/05/11 9:35,0.42,13102,United Kingdom
538524,84987,SET OF 36 TEATIME PAPER DOILIES,3,13/12/10 9:35,2.98,,United Kingdom
540551,21043,APRON MODERN VINTAGE COTTON,1,10/01/11 9:43,4.21,,United Kingdom
540516,22178,VICTORIAN GLASS HANGING T-LIGHT,6,09/01/11 12:01,1.25,16326,United Kingdom
541856,15036,ASSORTED COLOURS SILK FAN,12,23/01/11 15:16,0.75,17673,United Kingdom
570672,21906,PHARMACIE FIRST AID TIN,2,11/10/11 14:52,6.75,12536,France
569469,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,04/10/11 12:22,4.95,16360,United Kingdom
576599,22574,HEART WOODEN CHRISTMAS DECORATION,34,15/11/11 15:06,0.85,14544,United Kingdom
578856,23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,8,27/11/11 11:18,0.39,17769,United Kingdom
555731,20702,PINK PADDED MOBILE,6,07/06/11 7:49,4.25,16655,United Kingdom
553879,20725,LUNCH BAG RED RETROSPOT,10,19/05/11 15:15,1.65,15791,United Kingdom
548191,22316,200 BENDY SKULL STRAWS,1,29/03/11 15:20,2.46,,United Kingdom
550651,21399,BLUE POLKADOT COFFEE MUG,6,19/04/11 16:52,0.39,15436,United Kingdom
569097,22630,DOLLY GIRL LUNCH BOX,24,30/09/11 12:06,1.95,12731,France
552211,21238,RED RETROSPOT CUP,32,06/05/11 15:01,0.85,12709,Germany
573265,23393,HOME SWEET HOME CUSHION COVER ,4,28/10/11 12:39,3.75,16150,United Kingdom
542664,22189,CREAM HEART CARD HOLDER,2,31/01/11 12:14,8.29,,United Kingdom
561529,23110,PARISIENNE KEY CABINET ,2,28/07/11 9:19,5.75,13013,United Kingdom
574062,84946,ANTIQUE SILVER T-LIGHT GLASS,12,02/11/11 14:30,1.25,17675,United Kingdom
555896,23202,JUMBO BAG VINTAGE LEAF,10,07/06/11 16:04,2.08,15640,United Kingdom
556903,23091,ZINC HERB GARDEN CONTAINER,1,15/06/11 12:55,6.25,14527,United Kingdom
C567691,22110,BIRD HOUSE HOT WATER BOTTLE,-2,21/09/11 17:04,2.55,17567,United Kingdom
552860,84692,BOX OF 24 COCKTAIL PARASOLS,1,11/05/11 16:26,0.42,17889,United Kingdom
568168,22138,BAKING SET 9 PIECE RETROSPOT ,1,25/09/11 12:46,4.95,15799,United Kingdom
537026,85099B,JUMBO BAG RED RETROSPOT,10,03/12/10 16:35,1.95,12395,Belgium
542905,22715,CARD WEDDING DAY,24,01/02/11 15:11,0.42,12540,Spain
563947,22952,60 CAKE CASES VINTAGE CHRISTMAS,36,22/08/11 10:18,0.55,12363,Unspecified
580469,22346,PARTY PIZZA DISH GREEN POLKADOT,3,04/12/11 12:32,0.19,14583,United Kingdom
546554,22993,SET OF 4 PANTRY JELLY MOULDS,12,15/03/11 9:13,1.25,16037,United Kingdom
580615,22135,MINI LADLE LOVE HEART PINK,12,05/12/11 12:05,0.42,16873,United Kingdom
555275,22318,FIVE HEART HANGING DECORATION,1,01/06/11 17:18,5.79,,United Kingdom
548502,20723,STRAWBERRY CHARLOTTE BAG,29,31/03/11 14:17,2.46,,United Kingdom
546670,22246,MAGIC GARDEN FELT GARLAND ,5,15/03/11 15:37,1.95,13451,United Kingdom
C544583,S,SAMPLES,-1,21/02/11 14:48,31.98,,United Kingdom
544815,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,2,23/02/11 16:37,12.75,17171,United Kingdom
579458,22995,TRAVEL CARD WALLET SUKI,2,29/11/11 14:38,0.42,16549,United Kingdom
561330,22892,SET OF SALT AND PEPPER TOADSTOOLS,12,26/07/11 14:03,1.25,16019,United Kingdom
540977,10133,COLOURING PENCILS BROWN TUBE,4,12/01/11 15:01,0.81,,United Kingdom
539053,22939,APRON APPLE DELIGHT,2,15/12/10 16:32,4.95,16725,United Kingdom
557332,23229,VINTAGE DONKEY TAIL GAME ,6,20/06/11 10:21,3.75,14291,United Kingdom
579508,22517,CHILDS GARDEN RAKE PINK,3,29/11/11 16:33,4.13,,United Kingdom
559927,21668,RED STRIPE CERAMIC DRAWER KNOB,96,13/07/11 17:03,1.06,17567,United Kingdom
556280,21756,BATH BUILDING BLOCK WORD,2,09/06/11 20:03,5.95,14584,United Kingdom
562608,22427,ENAMEL FLOWER JUG CREAM,3,08/08/11 11:45,5.95,15502,United Kingdom
578512,23080,RED METAL BOX TOP SECRET,12,24/11/11 13:28,8.25,15187,United Kingdom
560712,21929,JUMBO BAG PINK VINTAGE PAISLEY,2,20/07/11 13:06,2.08,14456,United Kingdom
547042,22212,FOUR HOOK  WHITE LOVEBIRDS,1,20/03/11 11:00,4.13,,United Kingdom
544461,22678,FRENCH BLUE METAL DOOR SIGN 3,20,20/02/11 14:08,1.25,13744,United Kingdom
573245,23538,WALL ART VINTAGE HEART,1,28/10/11 12:08,4.95,17841,United Kingdom
540953,22520,CHILDS GARDEN TROWEL BLUE ,1,12/01/11 13:16,0.85,14587,United Kingdom
570818,79321,CHILLI LIGHTS,10,12/10/11 12:47,5.75,17841,United Kingdom
563505,21907,I'M ON HOLIDAY METAL SIGN,12,17/08/11 9:45,2.1,17865,United Kingdom
536544,84029E,RED WOOLLY HOTTIE WHITE HEART.,1,01/12/10 14:32,7.62,,United Kingdom
549451,22986,GINGHAM ROSE WRAP,25,08/04/11 14:14,0.42,16556,United Kingdom
536529,22187,GREEN CHRISTMAS TREE CARD HOLDER,4,01/12/10 13:20,4.25,14237,United Kingdom
541215,20726,LUNCH BAG WOODLAND,10,14/01/11 13:42,1.65,14329,United Kingdom
565286,20718,RED RETROSPOT SHOPPER BAG,1,02/09/11 11:39,3.29,,United Kingdom
559052,84949,SILVER HANGING T-LIGHT HOLDER,2,05/07/11 16:53,3.29,,United Kingdom
577051,20733,GOLD MINI TAPE MEASURE ,1,17/11/11 14:02,0.85,14034,United Kingdom
548715,20971,PINK BLUE FELT CRAFT TRINKET BOX,3,03/04/11 15:22,1.25,17758,United Kingdom
571274,23107,WHITE HEARTS WIRE PLANT POT HOLDER,8,16/10/11 12:25,2.89,16934,United Kingdom
567474,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,6,20/09/11 12:53,0.55,13448,United Kingdom
572047,85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,8,20/10/11 12:13,0.19,16474,United Kingdom
578468,21993,FLORAL FOLK STATIONERY SET,12,24/11/11 12:33,1.25,16482,United Kingdom
564757,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,30/08/11 10:36,16.63,,United Kingdom
575869,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,11/11/11 12:45,3.95,14543,United Kingdom
544485,22502,PICNIC BASKET WICKER SMALL,1,21/02/11 11:35,5.95,17757,United Kingdom
574550,22722,SET OF 6 SPICE TINS PANTRY DESIGN,3,04/11/11 15:18,3.95,12484,Spain
559055,23253,16 PIECE CUTLERY SET PANTRY DESIGN,5,05/07/11 17:09,14.13,,United Kingdom
568001,POST,POSTAGE,1,23/09/11 11:35,28,12540,Spain
575070,35598B,BLACK CHRISTMAS TREE 60CM,12,08/11/11 12:58,0.65,17841,United Kingdom
580887,22061,LARGE CAKE STAND  HANGING STRAWBERY,1,06/12/11 12:26,2.95,13755,United Kingdom
571240,22662,LUNCH BAG DOLLY GIRL DESIGN,10,14/10/11 14:55,1.65,12562,France
564510,21992,VINTAGE PAISLEY STATIONERY SET,12,25/08/11 14:42,1.25,14194,United Kingdom
569338,22678,FRENCH BLUE METAL DOOR SIGN 3,20,03/10/11 14:18,1.25,16013,United Kingdom
559876,20725,LUNCH BAG RED RETROSPOT,3,13/07/11 11:09,1.65,15752,United Kingdom
572735,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,25/10/11 15:36,2.95,15630,United Kingdom
557886,21615,4 LAVENDER BOTANICAL DINNER CANDLES,1,23/06/11 13:39,3.75,17799,United Kingdom
547772,22293,HANGING CHICK GREEN DECORATION,2,25/03/11 11:34,1.45,17979,United Kingdom
552328,85099B,JUMBO BAG RED RETROSPOT,20,09/05/11 10:03,2.08,14188,United Kingdom
539840,21918,SET 12 KIDS COLOUR  CHALK STICKS,24,22/12/10 14:28,0.42,12383,Belgium
568224,21506,"FANCY FONT BIRTHDAY CARD, ",12,26/09/11 10:22,0.42,17377,United Kingdom
574532,22966,GINGERBREAD MAN COOKIE CUTTER,12,04/11/11 14:19,1.25,15676,United Kingdom
571119,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,19,14/10/11 9:04,6.63,,United Kingdom
548484,22356,CHARLOTTE BAG PINK POLKADOT,5,31/03/11 12:43,0.85,13571,United Kingdom
547374,22273,FELTCRAFT DOLL MOLLY,1,22/03/11 13:54,2.95,16110,United Kingdom
550519,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,12,19/04/11 9:31,0.83,13141,United Kingdom
577749,23571,TRADITIONAL NAUGHTS & CROSSES,4,21/11/11 14:26,1.65,16242,United Kingdom
565865,20682,RED RETROSPOT CHILDRENS UMBRELLA,12,07/09/11 15:07,3.25,12637,France
568201,21744,SNOWFLAKE PORTABLE TABLE LIGHT ,2,25/09/11 14:58,2.95,14712,United Kingdom
571241,21327,SKULLS WRITING SET ,1,14/10/11 14:58,1.65,14592,United Kingdom
547860,72741,GRAND CHOCOLATECANDLE,9,27/03/11 12:21,1.45,17625,United Kingdom
553832,22434,BALLOON PUMP WITH 10 BALLOONS,8,19/05/11 11:38,1.95,12957,United Kingdom
567699,22423,REGENCY CAKESTAND 3 TIER,2,22/09/11 9:16,12.75,17466,United Kingdom
550659,84212,"ASSORTED FLOWER COLOUR ""LEIS""",48,20/04/11 9:02,0.65,17730,United Kingdom
543623,22784,LANTERN CREAM GAZEBO ,16,10/02/11 15:24,4.25,16405,United Kingdom
576840,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,3,16/11/11 15:23,4.13,,United Kingdom
580727,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,3,05/12/11 17:17,2.46,14096,United Kingdom
571937,21905,MORE BUTTER METAL SIGN ,24,20/10/11 9:28,0.79,14911,EIRE
555925,21539,RED RETROSPOT BUTTER DISH,2,07/06/11 17:13,9.96,,United Kingdom
579430,23503,PLAYING CARDS KEEP CALM & CARRY ON,2,29/11/11 13:06,1.25,12748,United Kingdom
557858,37342,POLKADOT COFFEE CUP & SAUCER PINK,4,23/06/11 11:51,0.79,14159,United Kingdom
565614,22694,WICKER STAR ,6,05/09/11 15:20,2.1,17309,United Kingdom
572668,21890,S/6 WOODEN SKITTLES IN COTTON BAG,1,25/10/11 13:07,3.25,18045,United Kingdom
563257,21700,BIG DOUGHNUT FRIDGE MAGNETS,12,15/08/11 12:07,0.85,13799,United Kingdom
545152,22846,BREAD BIN DINER STYLE RED ,2,28/02/11 12:47,16.95,15227,United Kingdom
540413,22386,JUMBO BAG PINK POLKADOT,10,07/01/11 10:29,1.95,15194,United Kingdom
544930,20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,1,24/02/11 18:26,2.95,17472,United Kingdom
548367,20726,LUNCH BAG WOODLAND,100,30/03/11 15:51,1.45,17677,United Kingdom
542401,21154,RED RETROSPOT OVEN GLOVE ,1,27/01/11 15:51,1.25,14541,United Kingdom
539436,21506,"FANCY FONT BIRTHDAY CARD, ",4,17/12/10 14:49,0.85,,United Kingdom
536975,22944,CHRISTMAS METAL POSTCARD WITH BELLS,24,03/12/10 14:04,1.25,14911,EIRE
577533,82580,BATHROOM METAL SIGN,1,20/11/11 14:04,0.55,16877,United Kingdom
581476,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,16,09/12/11 8:48,0.42,12433,Norway
557799,23298,SPOTTY BUNTING,3,23/06/11 9:53,4.95,14854,United Kingdom
573897,23582,VINTAGE DOILY JUMBO BAG RED ,2,01/11/11 14:29,2.08,16729,United Kingdom
542858,17084R,ASSORTED INCENSE PACK,72,01/02/11 11:40,0.21,17228,United Kingdom
537642,85114c,RED ENCHANTED FOREST PLACEMAT,3,07/12/10 15:33,3.36,,United Kingdom
551718,84950,ASSORTED COLOUR T-LIGHT HOLDER,6,03/05/11 16:06,1.38,,United Kingdom
559898,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,1,13/07/11 12:18,0.55,16225,United Kingdom
549837,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,12/04/11 13:38,2.55,16705,United Kingdom
539502,22983,CARD BILLBOARD FONT,12,20/12/10 11:14,0.42,14099,United Kingdom
566790,23014,GLASS APOTHECARY BOTTLE ELIXIR,12,15/09/11 10:35,3.45,17679,United Kingdom
570887,22581,WOOD STOCKING CHRISTMAS SCANDISPOT,12,13/10/11 10:25,0.85,17169,United Kingdom
563437,82482,WOODEN PICTURE FRAME WHITE FINISH,12,16/08/11 12:52,2.55,14232,United Kingdom
C546997,23230,WRAP ALPHABET DESIGN,-25,18/03/11 13:32,0.42,12748,United Kingdom
538917,90200B,BLACK SWEETHEART BRACELET,4,15/12/10 10:57,4.25,17449,United Kingdom
577531,85040a,S/4 PINK FLOWER CANDLES IN BOWL,1,20/11/11 13:58,3.29,,United Kingdom
C575575,23494,VINTAGE DOILY DELUXE SEWING KIT ,-3,10/11/11 11:44,5.95,17652,United Kingdom
578833,23089,GLASS BON BON JAR,1,25/11/11 15:23,3.29,,United Kingdom
552051,21874,GIN AND TONIC MUG,2,06/05/11 10:10,1.25,14796,United Kingdom
572290,23508,MINI PLAYING CARDS DOLLY GIRL ,15,23/10/11 12:46,0.42,14800,United Kingdom
571105,22766,PHOTO FRAME CORNICE,2,13/10/11 16:01,2.95,17614,United Kingdom
569700,21931,JUMBO STORAGE BAG SUKI,1,05/10/11 15:56,4.13,,United Kingdom
573905,23102,SILVER HEARTS TABLE DECORATION,12,01/11/11 15:06,0.83,16971,United Kingdom
547358,85061W,WHITE JEWELLED HEART DECORATION,8,22/03/11 12:25,0.85,15998,United Kingdom
567507,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,48,20/09/11 14:46,4.13,,United Kingdom
554992,23079,TOADSTOOL BEDSIDE LIGHT ,1,29/05/11 14:08,8.95,16686,United Kingdom
579508,22367,CHILDRENS APRON SPACEBOY DESIGN,2,29/11/11 16:33,4.13,,United Kingdom
557776,23032,DRAWER KNOB CRACKLE GLAZE IVORY,6,22/06/11 15:07,1.65,14422,United Kingdom
568069,23254,CHILDRENS CUTLERY DOLLY GIRL ,4,23/09/11 14:05,4.15,13336,United Kingdom
571653,90057,DIAMANTE RING ASSORTED IN BOX.,24,18/10/11 12:17,1.25,14298,United Kingdom
564330,47566B,TEA TIME PARTY BUNTING,7,24/08/11 13:57,4.95,13411,United Kingdom
546972,84997d,CHILDRENS CUTLERY POLKADOT PINK,5,18/03/11 12:04,8.29,,United Kingdom
565156,23322,LARGE WHITE HEART OF WICKER,6,01/09/11 15:04,2.95,13045,United Kingdom
559893,20981,12 PENCILS TALL TUBE WOODLAND,4,13/07/11 12:06,0.85,14498,United Kingdom
573551,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,31/10/11 13:35,4.25,15044,United Kingdom
572306,23167,SMALL CERAMIC TOP STORAGE JAR ,6,23/10/11 15:11,0.83,17841,United Kingdom
C559461,22384,LUNCH BAG PINK POLKADOT,-1,08/07/11 13:04,1.65,14680,United Kingdom
555819,21770,OPEN CLOSED METAL SIGN,6,07/06/11 12:00,4.95,15073,United Kingdom
566771,23398,HANGING HEART BONHEUR,24,15/09/11 9:34,0.85,15322,United Kingdom
550987,22562,MONSTERS STENCIL CRAFT,1,21/04/11 18:10,2.46,,United Kingdom
572746,22573,STAR WOODEN CHRISTMAS DECORATION,2,25/10/11 16:30,0.85,13263,United Kingdom
566314,23436,VINTAGE CHRISTMAS GIFT BAG LARGE ,12,12/09/11 9:57,1.25,15358,United Kingdom
540515,21539,RED RETROSPOT BUTTER DISH,1,09/01/11 11:54,4.95,15059,United Kingdom
578746,21668,RED STRIPE CERAMIC DRAWER KNOB,4,25/11/11 11:36,3.29,,United Kingdom
566275,23380,PACK OF 12 VINTAGE DOILY TISSUES,12,11/09/11 13:58,0.39,16549,United Kingdom
561209,22379,RECYCLING BAG RETROSPOT ,2,25/07/11 16:57,4.13,,United Kingdom
575607,23306,SET OF 36 PANTRY PAPER DOILIES,1,10/11/11 12:37,2.92,14096,United Kingdom
541993,22379,RECYCLING BAG RETROSPOT ,1,25/01/11 9:37,4.96,,United Kingdom
580727,23096,PETIT TRAY CHIC,1,05/12/11 17:17,3.29,14096,United Kingdom
C564940,22493,PAINT YOUR OWN CANVAS SET,-110,31/08/11 13:10,1.45,12931,United Kingdom
568060,23245,SET OF 3 REGENCY CAKE TINS,1,23/09/11 13:11,4.95,14546,United Kingdom
577701,22078,RIBBON REEL LACE DESIGN ,2,21/11/11 12:11,2.1,13673,United Kingdom
550288,22934,BAKING MOULD EASTER EGG WHITE CHOC,2,15/04/11 14:21,2.95,17367,United Kingdom
569565,20727,LUNCH BAG  BLACK SKULL.,10,05/10/11 9:52,1.65,16722,United Kingdom
573485,23323,WHITE WICKER STAR ,1,31/10/11 11:37,2.1,15752,United Kingdom
537395,21876,POTTERING MUG,1,06/12/10 14:05,1.25,15356,United Kingdom
562348,21086,SET/6 RED SPOTTY PAPER CUPS,96,04/08/11 12:36,0.65,17511,United Kingdom
541524,22517,CHILDS GARDEN RAKE PINK,6,19/01/11 10:49,2.1,17091,United Kingdom
554511,21094,SET/6 RED SPOTTY PAPER PLATES,1,24/05/11 15:52,0.83,,United Kingdom
